loop,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
open_matched,2,lru,0.0,poisson,32,0.05772333568764986,12868,0.5,200,0.09580170572225376,65217095,72126983,206.8147208360706,332.2707328437382,226.69218785658404,357.56766284158584,328.4327975285678,9740.188900346706,9679.14273452136,0.993732548059394,150,4109851,0,89.28925265640264,1105.6165413533834,7.671718581131511,,8.279160565294701,2.0080428244711865,8.227271324343155,1.995457512574134,4123
closed,1,oracle_terminal,0.0,closed,16,0.5,12868,0.5,200,0.18831447472835752,59572914,73394082,11.448069115236194,26.541516738121572,30.60974845417337,69.84391231385007,22.328379123866284,8965.852686885462,8955.619186527518,0.9988586138189719,75,3744825,0,15.84860348764033,1107.7000955109838,1.3642756914030858,1.377308169737002,7.620974783852643,1.8197169970994849,7.61227630854839,1.8176399972656136,4188
closed,0,belady,0.0,closed,16,0.5,12868,0.5,200,0.21035474246594227,57822337,73225713,10.132819363304861,26.168736958782574,29.184571832011898,69.07722010056409,21.8786771082664,8669.109073078409,8665.497383517613,0.999583383998246,108,3399953,0,15.835991881754492,1078.8021901211557,1.327626882559651,1.3413766740704454,7.3687427121166476,1.716855245134354,7.365672775989971,1.7161399757665357,4292
closed,1,belady,0.0,closed,16,0.5,12868,0.5,200,0.16752914764980642,61098434,73394082,11.499835212618564,25.719210274881334,31.777077865290096,70.25152801494914,21.038400393996994,9191.6552757348,9183.227775306403,0.9990831357165183,86,3594738,0,15.815802958825438,1107.7000955109838,1.361452164133808,1.377308169737002,7.812906984374579,1.8655460803186674,7.805743609010443,1.8638356277484343,4188
closed,2,oracle_terminal,0.0,closed,16,0.5,12868,0.5,200,0.1798055521052364,59158151,72126983,11.84201582064361,25.071705204448335,30.91384700205799,69.24921104832583,20.541335714470733,9017.538926556572,8963.387185203286,0.9939948425180833,110,3721033,0,15.605026161104783,1105.6165413533834,1.340781399748969,1.3747174900259662,7.664908087573085,1.8590608992415922,7.618879107422794,1.8478969457731735,4123
open_matched,3,lru,0.0,poisson,32,0.05772333568764986,12868,0.5,200,0.33272876776289545,48006678,71944774,77.75825900668383,213.00519642604468,103.0004162422988,240.66083721700943,209.1368433745456,7919.263076452343,7883.072026542717,0.9954299977712272,83,3035622,0,54.86536793858898,1089.762098706277,4.646425125198073,,6.731373614984491,1.612691330853975,6.700611222561309,1.6053213278776495,4174
closed,3,lru,0.0,closed,16,0.5,12868,0.5,200,0.245647529589849,54271718,71944774,9.430488098564638,28.93687018953915,27.39783010273959,70.90684810502626,24.14693558102863,8372.36628155578,8370.152107289383,0.9997355378166773,99,3426204,0,15.824092006351055,1089.762098706277,1.3401069097732627,1.355004163762856,7.116511339322413,1.7049619883379044,7.114629291195975,1.7045110903679863,4174
open_matched,2,oracle_terminal,0.0,poisson,32,0.05772333568764986,12868,0.5,200,0.09580170572225376,65217095,72126983,206.8147208360706,332.2707328437382,226.69218785658404,357.56766284158584,328.4327975285678,9740.188900346706,9679.14273452136,0.993732548059394,150,4109722,0,89.28925265640264,1105.6165413533834,7.671718581131511,,8.279160565294701,2.0080428244711865,8.227271324343155,1.995457512574134,4123
closed,2,belady,0.0,closed,16,0.5,12868,0.5,200,0.18907609098248293,58489495,72126983,11.579972649803494,25.824740350126376,30.921241431544104,70.20632367629696,21.07982247496693,8968.65047873402,8920.715603783574,0.9946552856459167,113,3457235,0,15.661651956983263,1105.6165413533834,1.3456466792477684,1.3747174900259662,7.623352906923918,1.8489820293291093,7.582608263216038,1.8390997485365117,4123
open_matched,2,belady,0.0,poisson,32,0.05772333568764986,12868,0.5,200,0.09539020923695089,65246775,72126983,198.93039849580055,336.1221668587614,220.91529622733833,363.63627892594195,332.31303830626985,9692.795326789243,9630.007247717083,0.9935221907658957,115,4102376,0,88.9428189918736,1105.6165413533834,7.641953055021394,,8.238876027770855,1.9982721386783546,8.185506160559521,1.9853277129661708,4123
closed,3,oracle_terminal,0.0,closed,16,0.5,12868,0.5,200,0.2645422445833244,52912342,71944774,9.34453849994452,29.910159759821,27.272459668676902,70.61548491921985,24.972054359514914,8193.256991294866,8192.50449213759,0.9999081562853362,71,3330954,0,15.827213065475846,1089.762098706277,1.3403712252801028,1.355004163762856,6.964268442600636,1.6684878875420786,6.963628818316952,1.6683346474166152,4174
open_matched,3,oracle_terminal,0.0,poisson,32,0.05772333568764986,12868,0.5,200,0.3375920535937746,47656790,71944774,78.61169683118737,211.3214190705221,99.56326753375038,237.79158068425932,207.49399883507158,7870.354719175841,7833.731345026804,0.9953466679132257,77,3006877,0,54.96885443478235,1089.762098706277,4.655189164775276,,6.689801511299465,1.602731555174764,6.6586716432727835,1.5952735130025835,4174
closed,3,belady,0.0,closed,16,0.5,12868,0.5,200,0.248551090034698,54062822,71944774,9.186969615357157,28.408492001785362,27.767510524143518,72.03546528901597,23.400423184201827,8370.568713006103,8367.925995243913,0.9996842845626387,90,3191477,0,15.818804309049437,1089.762098706277,1.3396591065319872,1.355004163762856,7.114983406055188,1.7045959286188759,7.112737095957327,1.7040577613697476,4174
