signal,threshold,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
0.75,0.99,0,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8150639039122471,13488714,72937162,0.1474811376000389,7.0297903124596814,3.0420240696621477,22.040784194995467,0.9338105189881389,4584.615241169365,4500.3417810233,0.9816182044265575,2,871892,0,9.811613725033457,1098.6068702290077,0.8376675665491903,0.853751064834479,3.89692295499396,0.9296094835386354,3.8252905138698057,0.9125215920490949,4192
0.75,0.7,0,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8110900723008663,13778554,72937162,0.152959190377004,7.535154170872602,3.023864526275588,22.419567327572622,0.9594671605109397,4606.624992209487,4529.160375236462,0.9831840844210177,0,885681,0,9.824334956710842,1098.6068702290077,0.8387536430582477,0.853751064834479,3.9156312433780633,0.9340723385920953,3.8497863189509927,0.9183650570016682,4192
0.75,0.85,0,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8109663493624827,13787578,72937162,0.1513784574165129,6.888774006355106,3.023371578467959,21.841845782744713,0.9360279006973542,4617.928677245187,4542.399774507317,0.9836444198218048,2,891061,0,9.825304499020032,1098.6068702290077,0.8388364178361349,0.853751064834479,3.9252393756584087,0.9363643548803455,3.861039808331219,0.9210495725980962,4192
0.75,0.95,0,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8109663493624827,13787578,72937162,0.1513784574165129,6.888774006355106,3.023371578467959,21.841845782744713,0.9360279006973542,4617.928677245187,4542.399774507317,0.9836444198218048,2,891061,0,9.825304499020032,1098.6068702290077,0.8388364178361349,0.853751064834479,3.9252393756584087,0.9363643548803455,3.861039808331219,0.9210495725980962,4192
0.75,-1.0,2,lru,0.0,closed,10,0.5,12868,2.0,200,0.8494652214545235,10704823,71111959,0.13960270460069069,3.145938631362924,2.517036330609699,11.590782272205615,0.5277731413907532,5185.640386101438,4731.585974118216,0.912440050181617,5,697596,0,9.629394189330595,1089.117875333495,0.8150097404594685,0.8463769624910593,4.407794328186222,1.069074539943299,4.021848078000484,0.9754664268737531,4123
0.75,-1.0,3,lru,0.0,closed,10,0.5,12868,2.0,200,0.8898872830269867,7443632,67600112,0.13403967216027013,2.1294604821406438,2.8677979405274527,9.730627811180057,0.4913489920854772,3368.7395440291903,3287.3905459225566,0.9758517994509792,0,492726,0,9.669757319331175,1044.7460239784682,0.7850824146882139,0.8118946409531149,2.8634286124248116,0.7006186964582363,2.794281964034173,0.6837000156677694,4087
0.75,0.7,1,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8740406111847333,9068371,71994403,0.1335830976955208,2.9473297990730316,2.732970249696109,11.143683785046505,0.5186684516274909,4395.650767638962,4085.6907958854626,0.9294848503353718,6,587719,0,9.485806756146546,1078.5059297912715,0.7950341028410131,0.8381301910096918,3.7363031524931176,0.8862199128304359,3.4728371765026433,0.823727983041424,4216
0.75,0.85,1,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8639131572491823,9797491,71994403,0.13487492855711025,3.3792780061651513,2.78555234838268,11.305001581673423,0.5630665063927154,4486.565508908369,4175.826995321468,0.9307402259100174,6,639868,0,9.489401715080774,1078.5059297912715,0.7953354072028347,0.8381301910096918,3.813580682572114,0.9045494977637841,3.549452946023248,0.8419006038954572,4216
0.75,-1.0,2,belady,0.0,closed,10,0.5,12868,2.0,200,0.8996562730046573,7135639,71111959,0.12972239700184218,1.484708988700433,2.3592750571569923,8.230998002466094,0.32653811883665185,4826.983608739075,4348.545287579862,0.900882546961001,0,425322,0,9.64006786451674,1089.117875333495,0.8159131357377349,0.8463769624910593,4.102936067428214,0.9951336569071583,3.6962634944428827,0.8964985434011358,4123
0.75,-1.0,2,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8742450759934767,8942679,71111959,0.12995120069376753,2.5413480283641547,2.398778738222518,10.02548627344764,0.4946414393730265,5053.019346700063,4558.796753715563,0.9021926181012432,4,574040,0,9.636781985232187,1089.117875333495,0.8156350264849377,0.8463769624910593,4.2950664446950535,1.041733311834842,3.8749772406582284,0.9398441039675547,4123
